x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter
0.4481634541751962,0.5485345716419521,-0.14817437346501539,0.6828726691364096,-0.30832304677625294,-1.938009256742175,0.20490341343428436,0.1563281973394184,1.2051852502084255,1.075821158187942,1.3543223993214732,2.405914268142321,-0.9162854168995735,0.41153316363577735,-0.31251183005134464,-0.47433315782667795,2
2.039809833402874,2.1167663070161984,-0.14817437346501539,1.1423257436040228,-0.30832304677625294,1.5178973273854455,-1.520270695784943,-0.2244588356188063,0.7745127004581771,1.075821158187942,-1.695870932850658,-0.43971975179781114,-0.05739724115401546,-0.8569572936886185,0.47431303212294185,1.942484098735454,8
-0.6129341319765887,-0.7060508166574448,-0.14817437346501539,-1.1549396287340428,-0.30832304677625294,1.0241963867957855,-0.6576836411753293,-0.605245868577031,-0.08683239904231942,0.6715252982926573,-0.9333225998076251,-0.43971975179781114,-0.05739724115401546,-1.4912025223508165,0.08090060103579857,0.7340754704543879,17
-0.08238533890069624,0.8621809187168014,-0.6639869826320416,1.1423257436040228,-0.30832304677625294,0.036794505616465356,-0.22639011387052244,3.583411493963441,-1.3788500482930643,-1.3499540011837665,-0.17077426676459231,0.03455258485887757,1.2309350224643216,-0.2227120650264206,-1.4927491233127743,0.12987115631385499,13
0.4481634541751962,0.5485345716419521,0.8834508448690369,1.1423257436040228,1.0840254202804638,0.036794505616465356,-0.22639011387052244,-0.2244588356188063,-0.5175049487925677,-0.9456581412884818,-0.5520484332861088,0.03455258485887757,2.08982319820988,-0.8569572936886185,-0.7059242611384879,0.12987115631385499,20
3.1009074195546584,2.4304126540910476,1.3992634540360631,1.1423257436040228,0.6199092645948916,0.036794505616465356,-0.22639011387052244,0.1563281973394184,-0.08683239904231942,0.2672294383973725,-0.5520484332861088,0.5088249215155662,1.6603791103371006,-2.1254477510130143,1.2611378942972282,1.942484098735454,17
0.4481634541751962,1.1758272657916506,-0.14817437346501539,1.1423257436040228,1.548141575966036,-0.4569064349731947,-0.22639011387052244,1.2986892962140926,-0.08683239904231942,-0.9456581412884818,-0.17077426676459231,-0.43971975179781114,-0.4868413290267945,-0.2227120650264206,1.6545503253843716,0.7340754704543879,1
-0.6129341319765887,0.2348882245671029,0.36763823570201076,0.22341959466879652,0.1557931089093193,2.0115982679751054,-2.3828577503945567,-0.9860329015352557,-1.3788500482930643,0.2672294383973725,-1.695870932850658,0.5088249215155662,-0.05739724115401546,-2.1254477510130143,-0.31251183005134464,0.12987115631385499,0
-0.08238533890069624,0.8621809187168014,0.36763823570201076,1.1423257436040228,0.1557931089093193,2.999000149154426,-2.3828577503945567,-0.2244588356188063,-0.948177498542816,1.075821158187942,-2.0771450993721743,0.5088249215155662,-0.05739724115401546,-0.8569572936886185,0.08090060103579857,1.338279784594921,0
0.4481634541751962,-0.7060508166574448,0.8834508448690369,1.1423257436040228,0.1557931089093193,0.036794505616465356,0.20490341343428436,0.1563281973394184,-1.3788500482930643,-0.5413622813931971,0.5917740662784405,0.03455258485887757,2.519267286082659,0.41153316363577735,-1.4927491233127743,0.12987115631385499,22
-0.08238533890069624,0.2348882245671029,0.36763823570201076,0.6828726691364096,1.548141575966036,1.5178973273854455,0.20490341343428436,-0.605245868577031,-0.5175049487925677,-0.9456581412884818,0.2104998997569241,-0.9139920884544999,0.8014909345915426,0.41153316363577735,0.47431303212294185,-1.6827417861077438,0
0.9787122472510887,0.8621809187168014,0.8834508448690369,1.1423257436040228,1.0840254202804638,0.5304954462061254,-0.6576836411753293,1.2986892962140926,-0.5175049487925677,0.2672294383973725,-0.5520484332861088,-0.9139920884544999,0.8014909345915426,-0.2227120650264206,0.08090060103579857,0.7340754704543879,14
-0.6129341319765887,0.8621809187168014,-0.6639869826320416,1.1423257436040228,-0.30832304677625294,-0.4569064349731947,0.20490341343428436,-1.7476069674517052,0.7745127004581771,1.8844128779785116,0.2104998997569241,0.03455258485887757,-1.3457295047723525,-0.2227120650264206,-1.0993366922256311,-0.47433315782667795,8
