PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,letter
-0.031180080883489683,1.5390409680828536,1.2305866273117296,2.7160307320068355,-1.9552912404320735,-0.3045284967330495,-0.5726656901070758,0.39467054219770326,0.2356341770608111,-0.6449829820710088,0.4277520694114405,0.30284656182690894,2
2.2017794720839743,-2.657894099589212,1.9284774406035794,-0.3441223346606477,-0.7497705149544645,1.7355688174701336,1.1669707094647006,-0.2917286141750614,-0.3772553537301394,0.75656374563386,0.5249494384806194,-1.0192072670788075,8
-1.103713161138215,-1.8964680898040844,0.6648558022407995,-1.3796426808773792,0.1547292366191254,0.2188411955976789,-0.3705941365508019,0.7889614948497236,-0.21677931997022204,0.3038412879100761,-0.4703247226760935,-0.102581628616251,17
0.446482453934832,-0.6601239846815984,-3.3600943751565597,0.4990860497543044,-1.4886059512149525,-0.12065883350726021,2.5911059681123962,-0.32413839737500605,0.6753831457080369,0.019581296624810885,-0.050472335157558765,0.21272217213406697,13
2.1973817029324967,-0.7042874550191378,-1.2688204603178677,-0.7058052532897642,-0.5368194642177961,-0.8662926612646086,-0.32852873377815667,-0.30114854427846377,-0.7972262151351045,0.3364525994262283,-0.7479835061128947,0.45327579815606694,20
4.325181422630848,-1.7847653787051214,0.1950325273076842,0.597060498444508,-1.1109792585725453,0.877956259663861,0.1823404213876623,1.4057463686145777,-1.3452444008478512,0.5621390881628107,-0.6931227332371516,-1.7903048235371695,17
1.856378284663831,-0.7948544375866022,-0.6156151536721614,1.5031873483817637,1.2428352726996188,0.44951766201066873,1.3150312547497487,0.00308133931922769,-0.26048937619837303,-0.8639938666193882,-0.16325884938488305,0.1954502885447719,1
0.3104840493449355,-3.600117954086831,0.4408512159318232,-2.0591001103410274,-1.103048928086744,-0.3995581330743478,-0.48900175916198707,-0.6894983414997101,0.007137132852772782,-1.0047294860745493,-0.2002733135357069,0.0067106792959630256,0
1.2865182240538535,-3.8836419712737245,0.7403539490684931,-1.709350398041724,-1.045130468081096,1.5815463064246729,0.037402495548441175,-0.9404869179705161,0.659240499677456,-0.5623301200024877,0.6443649181933433,0.2801613659332471,0
1.245779224884103,0.7823602728282293,-2.413309679623773,-1.129078462582828,-1.1496761600783587,-0.20078343519725506,-0.5964645192387849,-0.23730423780719775,-0.27341675119248904,0.6674157442014681,-0.24046378194501808,0.5015838372209767,22
1.5998155651289003,0.3983919386060997,-0.6289168334250195,-1.450336609328357,1.4470383207296404,-0.8048713582389333,-0.420828075095568,-1.1762831068264776,1.1631893050263407,-0.6336821116273991,-0.5576526076349245,0.12842074090640415,0
2.386207844492369,-0.8911056289848852,-0.7351630112776081,-0.5303525613241615,-0.16448474828668125,0.6301879538339301,1.3152019038830176,0.33317006413559,0.11988491008777839,0.33655831532354036,0.1604804504151074,0.49768500223318,14
-0.5272771910413506,0.9540691138852174,2.7333907162727735,-0.29746543672221715,-1.2814641414135959,0.2574243023533831,0.127619616575293,-0.7013262872548984,-0.3344091676466593,-1.0531443920977426,-0.5481663131747012,0.8102114262328234,8
0.894698778514004,-1.002314863522281,0.5200385064238942,-0.2502183237320553,-0.11255606614686511,-1.2105542160454725,0.42611118372387996,0.4394582825383233,0.3401941727561988,-1.0124044600495614,-0.498267885392179,0.21746467885906487,14
0.6745544356892513,-0.5521453376889762,-0.5579761253933636,-0.13492477433036465,-1.1647061612667398,-0.713638691387194,0.06603053985572227,-0.06242481568338881,-0.051944546254088404,0.9178532757530815,-0.24234187548325675,-0.8215489288641256,20
-1.8315441411547602,0.00789773831607288,-0.8101290102962472,-0.019300177279249844,0.29473818213140945,-0.4208979989360378,0.7646792004257185,0.021402552411754216,0.5605361192859062,-0.10355139085286844,-0.3566161141541886,-0.14703323061877102,14
-3.7894635959869447,-0.5736919993106895,1.1192304105943587,0.2816955470689312,0.8621357907674185,-0.36511388699547237,-0.7088305549213855,-0.8059760052942642,-0.2181380360991924,0.10386179680666408,-0.3868004043263869,0.08838043401690637,8
